ch_gate,ch_gateshort,ch_cfd_delay,ch_cfd_smoothexp,ch_cfd_fraction,Channel_2_Val_0,Channel_2_Val_1,Channel_1_Val_0,Channel_1_Val_1,Channel_0_Val_0,Channel_0_Val_1,Count,Result
500,60,4,CFD_SMOOTH_EXP_2,CFD_FRACTLIST_50,33.7043,41.1493,32.7624,43.0413,37.5086,48.0165,481280,39.3637
